Source,Target
3643,1564
9704,1339
1649,4798
5289,1339
5901,469
1339,10123
1949,4171
7334,3214
9631,7216
9631,7739
8746,7489
10500,7763
9881,1339
6085,7459
2221,7459
5814,4815
2211,8358
1867,1564
5289,1339
1564,3643
1564,10567
3643,10567
7334,3214
7393,9450
10500,7763
9881,10123
9881,1949
9881,4171
9450,469
9450,4096
2221,6085
2221,7739
3547,5485
5814,4815
2211,8358
9704,1949
9704,5289
1867,3643
1867,10567
1867,1564
5289,1339
1949,4171
7739,6085
1564,3643
3643,10567
9881,4171
7393,9450
7334,3214
3547,5485
10500,7763
5814,4815
2211,8358
6032,4171
9704,4171
1867,10567
5289,1339
1339,10567
1949,10567
469,9450
4096,9450
8704,6013
8704,6085
7334,3214
7393,9450
9450,469
4906,4440
10779,6032
2221,3643
3547,5485
3547,5901
3214,1109
10500,7763
2211,8358
3643,9704
9704,1564
1339,10567
1339,1949
240,6085
7334,3214
7393,9450
9631,2221
9881,6032
9255,4217
10500,7763
2211,8358
2970,7739
9704,10567
5289,3643
5289,1339
5289,1564
1339,10567
5485,3547
3643,10567
240,2221
7393,9450
9631,2221
8746,352
7459,2788
3547,5485
2211,8358
9704,10567
1867,10567
5289,3643
3643,10567
240,2221
7334,3214
7334,1109
7393,9450
4096,469
1141,1867
1141,4171
1867,4171
5289,3643
5289,1339
5289,1564
5485,3547
1564,10567
9881,9704
7393,9450
7334,3214
5814,4815
68,5485
9704,10567
9704,1949
5289,3643
5289,10567
5289,1339
1339,3643
1339,1949
1949,10123
3643,10567
7393,9450
7489,1564
7489,1867
7334,3214
5814,4815
6032,4798
9704,1949
1867,10567
1867,7739
5289,3643
5289,1564
5901,469
3643,10567
7393,9450
7979,222
7334,3214
5814,4815
1141,10567
6032,4798
3643,10567
3643,1339
1649,4798
5289,10567
5289,1339
1339,10567
7393,9450
7979,222
9631,7459
9631,8746
8746,7459
7489,7739
9450,469
9255,8358
1141,3643
1141,10567
3643,10567
3643,1339
1867,1564
1649,4798
8358,1564
5289,10567
1339,10567
469,4096
1564,4171
7334,3214
7393,9450
7979,222
9631,8746
8746,2221
8746,7459
7489,7739
9255,8358
7459,2221
4096,469
6032,4171
1867,1564
5289,10567
3643,10567
9881,9704
9881,4171
7393,9450
7979,222
9631,8746
8746,2221
7334,3214
9255,8358
469,4096
469,9450
3643,10567
7334,3214
7393,9450
8746,2221
9881,10123
4906,4440
10779,6032
3547,4171
3547,1949
3547,10123
5289,10567
469,4096
469,9450
3643,10567
9881,3547
9881,1949
9881,9704
9881,4171
7393,9450
7979,222
7979,8358
9255,8358
10779,6032
3547,4171
3547,9704
3547,1564
10500,7763
5289,10567
1339,3643
1339,10567
3643,10567
7334,3214
7393,9450
7979,8358
9255,8358
10500,7763
1867,1564
1339,3643
1339,10567
3643,10567
7393,9450
7979,8358
7489,7739
7334,3214
4906,4440
9255,8358
10779,6032
1109,4171
3643,10567
9704,1564
1949,1564
5485,3547
4171,1564
7334,3214
7979,222
7979,8358
9631,3547
10500,7763
4906,4440
9255,8358
10779,6032
2221,7459
3547,5485
6032,4096
9704,4171
5289,3643
5289,10567
1339,10567
1949,4171
3643,10567
7393,9450
7979,8358
10500,7763
10779,6032
9365,3643
9365,10567
4440,1339
9704,1949
9704,4171
5289,1339
1949,4171
1564,4096
3643,10567
7334,3214
7393,9450
7979,8358
222,8358
9881,9704
9255,8358
10779,6032
3547,2970
1867,4096
1867,1564
5289,1339
1339,2970
10123,4171
7393,9450
7979,8358
9255,8358
1141,1339
9704,1949
5289,1339
7334,3214
7393,9450
7979,8358
9631,2221
8746,2221
10500,7763
9255,8358
4096,5901
8201,4171
2970,10567
7724,1339
7724,5289
9704,4171
5289,1339
9631,2221
8746,2221
10500,7763
7334,1867
9255,8358
2221,7216
4096,5901
9365,1867
1141,7724
1141,1339
1867,10567
1649,469
5485,3547
7334,1867
7393,9450
10500,7763
9881,9704
9255,8358
2221,6032
2221,7459
3547,5485
9365,1867
8201,9704
8201,4171
7724,1339
7724,5289
240,7216
9631,2221
9631,7216
7489,7739
7334,1564
9255,8358
3547,5485
3547,5814
10500,7763
5814,4815
1564,10567
7724,1339
5901,469
7979,222
7979,8358
9631,2221
8746,6013
10500,7763
7489,7739
222,4096
9881,9704
9881,4171
9255,8358
10779,6032
1193,3547
4096,5901
9365,1109
352,2788
1141,7724
3643,2970
3643,10567
7724,1339
5289,1339
5485,3547
7979,8358
9365,1564
7489,9255
7489,7739
9255,8358
9255,4217
4096,5901
10500,7763
5814,4815
1564,3643
1564,10567
1109,7724
3643,10567
7724,1339
7724,5289
1867,3547
1649,4798
5289,1339
5485,3547
9881,4171
7979,8358
7489,7739
222,8358
7334,4906
4906,4440
4906,3214
9255,4217
5814,4815
7459,7739
3643,10567
7724,1339
9704,1949
9704,4171
5289,1339
5901,469
5901,4096
1564,10567
7393,9450
7979,8358
8746,352
7489,10567
7489,7739
222,8358
10779,6032
4096,5901
3214,4440
5814,4815
1141,1339
3643,10567
7724,1339
7724,5289
1649,4798
5289,1339
5901,469
7459,6085
9881,4171
7393,9450
7979,8358
7489,7739
2221,352
5814,4815
3643,10567
7724,5289
7724,1867
1867,5289
5901,469
1564,10567
9881,9704
9881,4171
7979,222
7979,8358
222,8358
1193,9893
4096,469
5814,4815
1141,1339
1141,7724
1141,1867
9704,4171
5901,469
1564,3643
240,6013
7334,3214
7979,222
7979,8358
9631,8746
8746,2221
7489,7739
9255,4217
1141,7724
9704,4171
5901,469
1949,4171
7334,4440
7334,3214
9631,2221
9631,8746
8746,2221
7489,7739
4096,5901
3214,4440
5814,4815
1564,3643
9704,4171
5901,469
1949,4171
7334,3214
7334,4440
7979,222
9881,6032
9255,4217
4096,469
4096,5901
3214,4440
5814,4815
352,2788
1867,3643
1867,10567
5901,469
1564,3643
1564,10567
7334,3214
7393,1564
7979,222
9255,4217
10779,6032
352,2788
1867,10567
1867,1564
5289,1339
5901,4096
7979,222
9631,2221
8746,469
8746,8358
8746,5901
6085,352
4096,5901
352,7459
3643,1564
3643,1867
7724,1339
9704,1949
5289,1339
7393,9450
8746,469
7334,4906
7334,1339
7334,3214
9255,4217
3214,1339
10500,7763
1649,4798
4440,1339
4440,5289
5289,1339
7334,4906
7334,1339
7334,3214
7393,9450
9631,2221
10500,7763
4906,3214
9255,4217
3214,1339
2211,6013
2211,8358
4440,1339
9704,8358
1649,4798
5289,1339
7393,9450
7334,1339
9255,8358
10779,6032
2211,6013
2211,8358
1649,4798
4440,1339
4440,5289
5289,1339
5901,469
7334,3214
9255,4217
4096,469
3214,1339
3214,5289
1141,7724
3643,10567
5289,1339
240,9631
7393,9255
7334,3214
9255,4217
9255,7216
3214,1339
3214,5289
10500,7763
3643,10567
3643,1564
5289,1339
1564,10567
7334,3214
10500,7763
1193,9893
2211,8358
240,6085
7334,7724
7334,3214
7334,5289
7979,222
2221,2211
10500,7763
2211,8358
7216,6013
8201,4171
3643,10567
7724,1339
7724,5289
7334,3214
8746,2221
9881,1564
10500,7763
4440,10567
7724,5289
5289,1339
1949,10567
1949,1564
4171,10567
240,352
240,7459
7334,3214
7393,4815
9631,3643
9631,8358
2221,10567
2211,2970
7724,5289
1649,4798
5289,1339
5901,469
5901,4096
7334,7724
7334,1339
7334,5289
7334,4171
7979,222
9631,7459
8746,6013
8746,8358
3214,7724
10500,7763
7724,1339
7724,4171
9704,1949
5289,1339
5901,469
8746,6013
10500,7763
7490,10964
1141,1339
10964,3607
3607,4993
9704,1949
5901,469
10500,7763
9881,7724
68,4096
9704,1949
5289,1339
5901,469
1564,10567
10500,7763
7334,3214
4096,3214
4096,4171
1141,7724
7724,1339
5901,469
1564,3643
1564,10567
7334,3214
9255,4217
4096,8201
1141,1339
8324,3607
8324,2092
3607,2092
5901,469
3607,8324
3607,2092
9704,1949
5289,1339
1564,3643
3643,10567
7393,3643
7393,1564
9631,6013
9631,8746
8746,6013
10500,7763
7490,10964
1564,2970
1564,3643
1141,1339
3643,2970
3643,10567
7724,1339
5901,469
7334,3214
9365,1564
9881,8201
4096,8201
10500,7763
4798,1649
3607,8324
3607,2092
8201,4171
5901,469
2092,8324
9365,1564
7334,3214
4906,2221
4906,1649
10500,7763
3607,8324
3607,2092
2970,1564
7724,7459
1649,4798
8324,2092
5901,469
8201,4171
1564,3643
9365,3643
9365,10567
9025,7181
10500,7763
3607,8324
4993,2092
2970,10567
5289,1339
5289,1949
5901,469
1339,1949
1564,3643
3643,10567
7393,9450
9631,7459
10500,7763
3607,2092
3643,1339
1649,4798
8324,2092
5901,469
1339,1949
1564,10567
2970,10567
7393,2211
7393,8358
10500,7763
2211,8358
2211,9450
5901,469
9365,1564
9025,7181
2211,8358
2211,5289
4798,1649
3607,8324
3607,2092
9893,6085
5289,1339
5901,469
2092,8324
7334,3214
7393,9450
9881,4096
9881,4171
4096,8201
4096,4171
10500,7763
4798,9450
4798,1649
3607,2092
8358,1339
5289,1339
9881,4096
7393,9450
10500,7763
7490,10964
7334,3214
9025,7181
8358,2211
9365,3643
3607,8324
7724,1339
9704,1949
5289,1339
5901,469
7334,3214
3214,7763
3214,10500
10500,7763
4440,2970
7724,1339
9704,1949
5901,469
7393,9450
10500,3214
10500,7763
3214,7763
3214,8324
9365,3643
9365,1564
4798,1649
3607,8324
3607,2092
5901,469
7334,3214
7393,9450
10500,7763
3607,8324
7724,1339
9704,1949
5289,1339
5901,469
4171,7763
7393,9025
7393,9450
10500,7763
3607,8324
3607,2092
7181,9025
5289,1339
5901,469
5901,9450
8201,4096
8201,4171
4171,4096
240,6085
7334,3214
10500,9881
10500,7763
9881,7763
9255,9893
9255,4217
3607,8324
7724,5289
8201,4171
240,6085
9881,10500
9881,7763
10500,7763
9255,4217
1193,9893
3607,8324
9255,4217
1141,7724
4440,3643
7724,1339
9704,4171
5901,469
4815,4798
3607,2092
8324,1339
8324,2092
5901,469
9255,4217
1141,7724
3607,7724
3607,8324
3607,2092
7181,9025
7181,9450
8324,2092
5901,469
5901,9450
7393,9450
9450,9025
9255,4217
9025,7181
4096,4993
3607,8324
3607,2092
5901,469
2092,8324
7393,9450
9450,7181
9255,4217
9025,7724
9025,7181
3607,8324
3607,2092
9704,1949
5901,469
1339,469
3643,10567
9881,7334
9881,3214
7393,9450
7393,7181
7334,3214
9450,9025
9450,7181
1193,4171
4798,1649
1141,7724
3607,8324
7181,9025
9704,1949
5901,469
7334,9881
7334,3214
9881,3214
9881,9450
9025,9450
9025,7181
4798,1649
3607,8324
9704,1949
5901,469
5901,9450
7393,9450
7334,3214
3607,8324
1867,5289
1649,4798
5901,469
1949,9450
7334,3214
7393,1949
9881,9450
9881,1949
9881,9704
9450,4993
2221,7724
3607,8324
3607,2092
7724,1564
9704,1949
8324,2092
5901,469
7334,3214
9881,3643
9450,1564
1193,9893
1141,1339
3607,8324
3607,2092
8201,4171
7724,1867
9704,1949
1949,1564
2092,8324
9881,1564
9881,1949
7393,9450
7334,3214
9450,1564
9450,1949
4906,4440
9025,7181
10499,7764
3607,8324
3643,8201
3643,4171
7334,3214
7334,7393
7393,9450
10499,7764
9881,1949
9365,1564
4798,1649
4440,1339
3607,8324
7181,9025
7724,1339
7724,5289
1867,1339
7334,9450
7393,9450
10499,7764
1193,7724
9025,7181
9365,1564
1141,1339
3607,8324
1867,3643
1949,4096
1949,4171
9631,10964
1193,1867
10499,7764
10499,4171
1564,3643
1564,1867
4798,1649
7181,9025
5289,1339
4171,7764
9881,1649
7490,7216
9255,6013
9255,9365
7459,2221
9365,3643
3607,8324
7181,9025
3643,1564
3643,1867
1867,1564
1649,4798
1949,4171
9255,4217
2221,7459
2221,7216
3607,8324
3607,2092
3643,1867
1649,4798
8704,1193
7393,7181
7490,10964
9255,4217
1193,2221
2221,7216
4096,5901
5814,4815
4815,2211
3607,2092
7181,9025
1649,4798
8324,2092
5901,469
1564,10567
9255,4217
9025,7181
2221,7216
4096,5901
5814,4815
2211,8358
3607,2092
3643,1339
1867,1564
5289,1339
1949,2970
7334,3214
1193,5814
9025,7181
9365,1867
5814,4815
4440,9450
2788,7459
1867,1564
5289,1339
469,4096
1564,3643
7393,7181
4906,9450
9255,4217
9025,7181
4440,9450
3607,4993
7181,8358
3643,5289
1867,1564
5289,1339
5901,469
5901,4096
469,4096
1564,10567
240,6085
7334,3214
9255,4217
1193,8358
9025,7181
2211,8358
5228,7967
3607,8324
3607,2092
7181,8358
1867,10567
1867,1564
5289,1339
5901,469
5901,4096
1949,4171
2092,8324
469,4096
3643,10567
9631,8746
7490,10964
7334,3214
9255,7764
9255,4217
9025,7181
4096,469
4096,5901
5228,7967
2788,7459
3607,8324
3607,2092
5289,1339
5901,469
2092,8324
8704,240
7334,3214
9255,4217
5228,7967
4096,469
4096,5901
1339,5289
5901,469
8201,1949
1949,2970
8704,240
7334,3214
9631,8746
9881,8201
469,4096
469,5901
9255,7967
9255,4217
9255,5228
5228,7967
4096,5901
8201,1949
3643,1564
9704,4171
1949,2970
7334,9025
7334,3214
9255,4217
5228,7967
1193,2970
9025,7181
4096,469
4096,5901
9365,6013
9365,7459
8201,1949
3643,1564
9881,7393
7393,9450
9365,6013
9365,3643
9365,7459
9365,1564
4906,7967
9255,4217
7459,6013
4096,469
5228,7967
7181,9025
8201,9704
7724,5289
5289,1339
4171,10567
2970,10567
7393,9450
8746,2221
9365,6013
9365,7459
469,4096
469,5901
9255,4217
1193,9893
3607,8324
3607,2092
7181,9025
9704,10567
9704,4171
7393,9255
7393,9450
7393,4217
8746,2221
9450,9255
9450,4217
9255,4217
3607,8324
3607,2092
7181,9025
7724,1339
7724,5289
9704,10567
5289,1339
5901,469
9881,10567
7393,9255
7393,9450
7393,4217
8746,2221
9365,3643
7490,10964
469,5901
9450,9255
9450,4217
4906,10567
4906,4440
4906,4171
9255,4217
2221,10964
5814,4815
352,6013
4440,10567
4440,4171
3643,1564
7724,4396
5289,1339
8201,4171
7334,3214
7393,9255
7393,9450
7393,1193
8746,2221
9881,10567
9450,9255
1193,9893
9365,3643
9365,1564
5814,4815
3607,8324
3607,2092
7181,9025
7724,1339
7724,5289
9704,4171
2092,8324
1564,3643
9881,8201
9881,4171
8746,2221
7334,3214
9365,1564
1141,1339
1141,7724
4440,3643
4440,10567
3607,8324
8201,1949
7724,5289
5289,1339
3643,10567
9881,8201
9881,4171
469,5901
9631,7459
7334,3214
1141,7724
1141,1339
4440,3643
4440,10567
3607,8324
7724,1339
7724,5289
5289,1339
1949,4171
1564,3643
1564,10567
3643,10567
7334,3214
9631,7459
9881,8201
9881,1949
9881,9704
9881,4171
3214,2970
1141,7724
4440,3643
4440,10567
7724,5289
8201,1949
8201,4171
1564,10567
3643,10567
9881,1949
9881,4171
9631,7459
7334,3214
4906,10567
4906,9365
9025,7181
9365,3643
9365,10567
2211,8358
2211,8324
1141,1339
1141,7724
4440,10567
4440,1564
3607,8324
3607,2092
7724,1339
7724,5289
9704,8201
9704,4171
5289,1339
8201,1949
8201,4171
3643,10567
9365,1564
5228,7967
2211,8358
4440,10567
3607,8324
7181,9025
7724,1339
7724,5289
5289,1339
8201,10123
1564,3643
1564,10567
3643,10567
9631,8746
9881,4171
4096,5901
2211,4993
1141,1339
1141,5289
4440,10567
4440,1564
2788,7459
3607,8324
7724,5289
5289,1339
9881,1949
9881,9704
9881,4171
9365,1564
5228,7967
7459,2788
1141,7724
1141,5289
4440,3643
3607,8324
3607,2092
8201,1949
8201,9704
8201,4171
3643,1564
3643,10567
7724,1339
7724,5289
9704,1949
9704,4171
1949,4171
1564,10567
7334,3214
5228,7967
7459,2788
1141,7724
1141,5289
3607,8324
3607,2092
7181,469
7181,9025
7724,1339
7724,5289
9704,4171
2092,8324
1564,3643
1564,10567
3643,10567
7334,3214
7334,5901
9631,2221
4906,4440
5228,7967
9025,7181
9365,1564
1141,7724
2788,7459
3607,8324
3607,2092
1564,3643
1564,10567
3643,10567
4906,4440
7459,2788
2221,3607
9365,10567
9365,1564
68,7967
2211,8358
5228,7967
7724,5289
1564,3643
1564,10567
3643,10567
7334,3214
5228,7967
2221,3607
3643,10567
3643,1564
7724,5289
2092,8324
1564,10567
7334,3214
9025,3214
9025,7181
2788,8358
3607,8324
3607,2092
3643,10567
3643,1564
7724,1339
7724,5289
1564,10567
7334,3214
5228,7967
7459,7216
2221,352
10499,7764
2211,8358
2788,8358
3607,8324
7181,9025
3643,10567
3643,1564
7724,1339
1564,10567
7334,3214
9365,10567
9025,7181
2221,352
4096,469
10499,7764
2211,8358
5228,7967
3607,8324
3607,2092
7216,7459
7724,1339
7724,5289
5289,1339
2092,8324
1564,3643
1564,10567
3643,10567
7334,3214
10499,7764
9025,7181
4096,469
1141,1339
1141,5289
3607,8358
3607,8324
3607,2092
7216,7459
7724,1339
7724,5289
5289,1339
5901,10567
1564,10567
7334,9025
7334,3214
7334,7181
5228,7967
9025,7181
2211,7967
1141,5289
7967,3607
3607,8324
7216,7459
7724,1339
7724,5289
5901,1564
1564,10567
7334,3214
8746,6085
7490,10964
5228,7967
9025,7181
2211,7967
2211,8358
1141,5289
4440,1564
3607,8324
3607,2092
7216,7459
7724,1339
7724,5289
5289,1339
5901,1564
3643,10567
240,3643
7334,3214
5469,990
5228,7967
7900,3461
9025,7181
2221,7967
9365,3607
1141,5289
4440,1564
4440,5901
7724,1339
7724,5289
5901,1564
3643,10567
7334,3214
9631,7459
9631,7216
8746,2221
8746,352
9365,1867
5469,990
5228,7967
7900,3461
9025,7181
10499,5901
1141,5289
4440,5901
3607,8324
3607,2092
3643,10567
3643,1564
7724,5289
2092,8324
6013,6085
7334,9025
7334,7181
8746,2221
8746,352
9365,1564
5228,7967
7900,3461
1141,7724
1141,1339
1141,5289
4440,5901
7181,9025
7724,5289
1867,1564
5289,1339
5901,3643
1564,10567
3643,10567
8746,2221
4906,5901
7900,3461
9025,7181
9365,10567
9365,1564
352,7459
352,7216
5228,7967
1141,5289
4440,5901
7724,1339
7724,5289
1867,3643
5289,1339
5901,3643
1564,10567
240,2788
9631,7967
9631,8746
8746,2221
8746,7459
9365,1564
7900,8324
7900,3607
2221,7459
1564,10567
5228,7967
1141,7724
1141,5289
3607,3643
3607,8324
7967,7459
7724,5289
1867,3643
1867,8324
240,7459
240,2788
7334,3214
9631,2221
9631,352
9631,8746
8746,2221
8746,352
4906,4440
7900,3461
2221,352
5814,4815
352,7459
1141,5289
2788,7459
3607,3643
3607,1867
3607,8324
3607,2092
3643,8324
3643,1867
3643,2092
7724,1339
7724,5289
1867,8324
1867,2092
2092,8324
8704,6085
8704,9631
240,352
240,7459
240,2788
7334,3214
9631,2221
9631,8746
8746,2221
7490,10964
4906,4440
5228,7967
7900,3461
5814,4815
352,7459
1141,5289
2788,7459
7724,5289
1867,2092
8704,6085
240,7459
240,2788
240,7216
7334,3214
9631,2221
9631,7967
8746,2221
4906,4440
5228,7967
5814,4815
352,7459
2211,8358
1141,5289
2788,7459
7216,7459
7724,5289
8704,6085
7334,3214
9631,2221
8746,2221
4906,4440
5228,7967
7900,3461
2221,7967
3214,9025
10499,7764
5814,4815
1141,5289
2788,8358
7724,5289
8704,6085
8704,5228
240,7967
7334,3214
9631,2221
4906,4440
5228,7967
7900,3461
3214,9025
10499,7764
5814,4815
2211,8358
1141,5289
7181,9025
7724,5289
8704,7967
240,2221
240,9631
9631,2221
5469,990
5228,7967
7900,3461
4096,469
10499,7764
5814,4815
1141,5289
7181,9025
7724,5289
240,2221
7334,3214
7334,7181
9631,2221
5469,990
4906,4440
7900,3461
10499,7764
1141,5289
7967,8358
7181,9025
7724,1339
7724,5289
