Source,Target
1630,7695
3633,6439
3633,2609
2161,9765
10424,9765
10424,9328
5218,4459
6439,2609
2,8176
5543,9328
10050,3545
1630,7695
3545,8176
3545,6379
3545,1118
3633,2609
10424,9765
5218,1172
5218,9328
4672,664
4459,3369
4459,9328
2,6379
1172,3369
5793,7119
3369,5543
9328,5543
2609,3633
664,4672
1630,7695
3545,2
3545,8176
3545,6379
3545,10050
3633,6439
10424,9765
5218,1172
5218,4459
5218,5543
3019,6055
3019,8675
10050,6379
4459,3369
4459,5543
2,8176
2,6379
5793,7119
5706,1172
6055,8675
3369,1172
664,4672
1630,7695
3545,2
3545,8176
3545,6379
3633,6439
2161,5543
5218,1172
5218,4459
5218,9328
5218,5543
3019,6055
10050,8176
10050,6379
4459,3369
4459,1172
4459,9328
2,8176
2,6379
9713,5706
6055,8675
3369,9328
3369,5543
9328,5543
664,4672
1630,7695
3545,2
3545,8176
3545,6379
2161,3369
10424,9765
5218,4459
5218,9328
5218,5543
6439,2609
10050,2
4459,1172
4459,5543
4459,9328
2,6379
1172,3369
5543,3369
5543,9328
3369,9328
10050,2
1630,7695
3545,2
3545,6379
10424,9765
5218,9328
4672,664
6439,2
6439,2609
2,6379
8176,1118
5793,9765
9765,2609
3369,1172
3369,5543
9328,5543
664,4672
2161,3369
2161,7695
10424,8176
10424,9765
5218,1172
5218,4459
5218,9328
5218,5543
6439,6379
6439,2609
10050,2
10050,6379
4459,3369
4459,9328
4459,5543
2,8176
8176,1118
9765,1118
6379,2609
3369,1172
3369,9328
9328,5543
2609,2
2609,3545
2609,6439
664,4672
664,8675
3545,2
3545,6379
3545,6439
2161,7695
3361,7695
10424,9765
5218,4459
5218,9328
5218,5543
6439,6379
4459,5543
4459,9328
2,8176
8176,1118
5543,9328
3369,1172
3369,9328
1630,3369
3361,7695
10424,9765
4672,664
6439,6379
4459,9328
2,8176
664,4672
1630,3369
2161,5543
3361,7119
3361,5793
3361,7695
10424,9765
5218,4459
1172,5543
664,4672
3545,6379
3545,6439
3545,2609
3545,7695
2161,5543
9765,10424
5218,5793
5218,4459
6439,6379
10050,8176
10050,2609
4459,1172
4459,5793
4459,1118
2,8176
8176,2609
8435,5706
7695,1118
1172,5543
1630,1453
3545,6379
3545,9328
2161,9328
3361,5218
10424,9765
5218,3369
5218,4459
8435,5706
5543,9328
664,4672
664,8675
1630,3369
1630,1172
1630,5543
3545,6379
3545,1118
3361,1172
3361,6439
3361,5543
10424,9765
5218,3369
6439,2609
6439,7695
3019,8675
10050,9328
2609,7695
6055,8675
3369,5543
3545,6379
2161,3369
2161,5218
3361,1172
3361,6439
10424,9765
5218,3369
5218,10050
6439,1172
6439,2609
4459,8176
4459,7695
2609,7695
1453,5543
1630,2
1630,9328
3545,6379
2161,3369
2161,5218
10424,9765
5218,3369
4459,2
5793,7119
8390,671
8390,6587
6055,8675
3545,6379
10424,9765
6439,7695
6439,2609
4459,7695
8435,8675
8390,671
2609,7695
6055,8675
664,4672
2161,5218
2161,5543
3361,6439
10424,6587
10424,9765
5218,3369
6439,1172
3019,8675
8390,6587
3369,9328
1453,9328
9328,5543
664,4672
1630,4459
2161,5218
10424,9765
5218,6439
6439,2609
10050,5706
2,2609
8390,6587
8364,8564
1453,9328
9328,5543
10050,5706
1630,4459
1630,9328
1630,5543
3545,3019
2161,5218
2161,5543
10424,9765
4672,664
4459,7695
9713,2609
6379,8675
2609,3369
2609,1172
2609,7695
7695,1172
8364,8564
9328,5543
2609,2
2609,3369
664,4672
1630,6439
1630,1172
3545,6379
10424,9765
6439,1172
8176,5706
8390,6587
671,6587
3369,1453
10050,8176
10050,5706
1630,2
1630,6439
1630,3361
3545,6379
3361,9328
3361,7695
9765,10424
8564,8364
5218,9328
6439,1172
4459,3369
4459,2609
2,3369
2,2609
8176,5706
8176,8675
8390,6587
2609,3369
1172,9328
10050,5706
1630,2
3545,6379
2161,9328
3361,1172
3361,6439
3361,7695
5218,3369
5218,2609
5218,5543
4672,664
6439,7695
3019,8675
4459,2609
2,3369
2,2609
5706,8675
5543,9328
7695,1172
2161,5218
2161,5543
3361,7695
5218,3369
5218,2
5218,2609
4672,664
6439,7695
3019,8675
4459,2609
2,3369
2,1172
2,2609
8390,6587
5706,6055
6379,6055
5543,3369
5543,9328
8364,8564
6055,8675
1630,1172
3545,6379
3633,9328
3633,5543
2161,5543
3361,6439
3361,7695
8564,8364
5218,2
5218,3369
5218,2609
4672,664
6439,7695
3019,8675
4459,2
4459,2609
2,3369
2,2609
8176,6055
8176,5706
1172,5543
2609,3369
5543,9328
3369,1453
664,4672
1630,3633
1630,7695
3545,6379
3633,2161
5218,3369
5218,2609
3019,8675
4271,5706
2,1172
2,2609
2,7695
8176,5706
1172,2609
8364,8564
664,4672
1630,7695
3545,6379
2161,1172
2161,9328
3361,6439
3361,1172
8564,8364
5218,2609
2,1172
2,2609
8390,671
5543,9328
5543,7695
2609,3369
671,6587
3369,1453
1630,6439
1630,8364
3633,5543
671,8390
671,6587
5218,2609
5218,9328
4672,664
4459,1118
2,2609
8364,8564
6055,8675
664,4672
3545,6379
671,8390
2,3369
2,1453
2,8435
2,2609
5793,7119
8364,8564
6055,8675
3369,1453
664,4672
3545,6379
671,8390
671,6587
5793,7119
8364,8564
3545,6379
671,8390
4672,664
3019,8675
2,8435
8364,8564
3545,6379
671,8390
4672,664
4271,8675
8176,5706
8364,8564
6055,8675
664,4672
3545,6379
671,8390
3019,8675
4271,8675
2,8435
8176,5706
8364,8564
664,4672
3545,6379
5218,1172
5218,1453
5218,7695
4271,6055
4271,8675
8176,5706
8390,671
1172,1453
1172,7695
7695,1453
6055,8675
671,6587
10050,5706
3545,6379
8564,8364
5218,1172
4672,664
3019,4271
4271,6055
4271,8675
8390,671
8390,6587
1172,1453
6055,8675
5706,8176
8435,2
671,8390
8390,6587
6055,4271
6055,8675
6055,3019
4672,664
8675,4271
3019,4271
6379,3545
8435,2
671,8390
8364,8564
3545,6379
4672,664
8675,6055
3019,4271
6379,3545
4672,664
671,6587
8364,8564
3019,4271
6379,3545
4672,664
8364,8564
8675,3019
4271,10050
8176,10050
6379,3545
8364,8564
4672,664
8675,3019
4271,6055
5706,8176
6379,3545
4672,664
8364,8564
8390,671
5706,8176
4271,6055
8176,10050
4672,664
671,6587
8364,8564
3545,6379
5706,8176
8675,4271
8675,3019
664,4672
8364,8564
8390,6587
3545,6379
5706,8176
8675,3019
664,4672
3019,4271
3283,8435
8364,8564
6055,8675
8564,8364
8435,3283
6055,8675
8675,4271
4672,664
3545,6379
8564,8364
4672,664
3283,8435
8176,5706
8564,8364
4672,664
5706,8176
6379,3545
4672,664
8435,3283
8390,671
8390,6587
5706,8176
7119,5793
8176,10050
8390,6587
6379,3545
8435,3283
664,4672
8390,671
8435,3283
3545,6379
4672,664
3283,664
8176,5706
8435,3283
8390,671
8390,6587
4672,664
6379,3545
5706,10050
671,6587
3545,6379
4672,664
8176,10050
3545,6379
4672,664
671,6587
5706,10050
6379,3545
5706,8176
8435,3283
8390,671
4672,664
3019,6055
664,4672
3545,6379
5706,8176
671,8390
8435,3283
8390,6055
8390,8675
3545,6379
8675,671
6587,4271
4672,664
8435,3283
671,6587
8364,8564
3545,6379
5706,10050
6379,3545
8364,8564
8435,3283
5706,10050
5706,8176
8675,6055
8675,3019
664,4672
8435,3283
8364,8564
8390,671
3545,6379
4672,664
8675,6055
8675,3019
3019,6055
6587,10050
8176,10050
6379,3545
5793,4271
8435,3283
8364,8564
8675,6055
8675,3019
3019,6055
5793,4271
8435,3283
671,8176
8364,8564
3545,6379
4672,664
3019,6055
8390,671
4672,664
8364,8564
3545,6379
5706,8176
8675,6055
3019,6055
5793,7119
3545,6379
8435,3283
671,8390
6055,3019
4672,664
8675,3019
8176,7119
7119,10050
6379,3545
6379,8675
6379,3019
4672,664
671,8390
671,6587
8364,8564
8390,6587
3545,6055
3545,8675
3545,3019
5706,10050
5706,8176
5706,5793
8675,6055
3019,6055
8176,10050
8176,5793
5793,10050
5706,4271
8390,6587
3545,6055
3545,6379
3545,8675
4672,664
8675,6055
8675,6379
8675,3019
3019,6055
3019,6379
8390,671
8390,6587
5706,10050
5706,4271
664,4672
6055,3545
6055,6379
6055,8675
6055,3019
8675,3545
8675,6379
3019,6379
671,6587
4271,10050
6379,3545
4672,664
671,8390
671,6587
8364,8564
8390,6587
3545,6379
5706,10050
5706,4271
5706,9857
8675,6055
3019,6055
4271,10050
4271,9857
8364,8564
8390,671
4672,664
8675,6055
8675,3019
671,6587
671,8390
671,6587
8364,8564
6055,4672
6055,8675
4672,664
4672,8675
8390,671
8390,6587
8564,8364
664,4672
6055,8675
671,6587
671,8390
671,6587
6055,8675
4672,664
3019,664
671,6587
8364,8564
4672,664
8675,3019
671,8390
671,6587
6055,8675
4672,664
8675,3019
671,8390
8390,6587
4672,664
8675,6055
8435,3283
671,8390
3545,6379
4672,664
8435,3283
4672,664
8675,6055
671,6587
8390,6587
4672,664
671,8390
8364,8564
8390,6587
4672,664
8675,664
8390,6587
4672,664
671,6587
8364,8564
8364,8564
4672,664
4672,8675
4672,3019
3019,664
4672,664
4672,8675
6055,664
6055,8675
8675,664
8435,3283
8390,6587
6055,664
6055,4672
6055,8675
6055,3019
4672,664
8675,664
671,8390
8364,8564
3545,6379
4672,664
4672,6055
4672,8675
8675,664
8675,6055
3019,6055
664,6055
8435,3283
671,8390
8364,8564
6055,8675
6055,3019
4672,664
8675,3019
8364,8564
4672,664
3019,6055
8364,8564
8390,671
8390,6587
4672,664
671,6587
8435,3283
8364,8564
8390,671
4672,664
8435,3283
8364,8564
8390,6587
4672,664
8435,3283
671,8390
671,6587
8364,8564
8390,6587
4672,664
8364,8564
664,4672
664,4672
3545,6379
664,4672
8364,8564
664,4672
8435,3283
8364,8564
8364,8564
8435,3283
3545,6379
8435,3283
3545,6379
8435,3283
3545,6379
3545,6379
8435,3283
8364,8564
3545,6379
5707,2893
8435,3283
3545,6379
3545,6379
8435,3283
5707,2893
8435,3283
3545,6379
5707,2893
8435,3283
5707,2893
8435,3283
3545,6379
8435,3283
8435,3283
8364,8564
8435,3283
8364,8564
8435,3283
8364,8564
8435,3283
5707,2893
8435,3283
5707,2893
8435,3283
8364,8564
5707,2893
8435,3283
8364,8564
5707,2893
8435,3283
8364,8564
8435,3283
8435,3283
8435,3283
8364,8564
8435,3283
8435,3283
8364,8564
5707,2893
8435,3283
5707,2893
8435,3283
8435,3283
8435,3283
5707,2893
8435,3283
5707,2893
8435,3283
5707,2893
8435,3283
10053,7122
7122,634
10053,7122
10053,634
7122,634
10053,7122
7122,634
8435,3283
8364,8564
7122,634
8364,8564
8435,3283
8364,8564
8364,5707
8364,2893
5707,2893
8564,2893
8564,7122
7122,634
8435,634
8435,3283
8364,8564
10053,7122
5707,2893
7122,634
10053,7122
7122,634
8435,3283
10053,7122
10053,7122
10053,7122
10053,7122
10053,7122
7122,634
2893,5707
7122,634
10053,7122
7122,634
10053,7122
10053,634
7122,634
10053,634
7122,634
10053,7122
10053,634
10053,7122
10053,634
2893,5707
7122,634
10053,634
2893,5707
7122,634
2893,5707
2893,5707
2893,5707
2893,5707
2893,5707
7122,634
10053,634
2893,5707
7122,634
2893,5707
2893,5707
2893,5707
10053,634
2893,5707
2893,5707
2893,5707
10053,7122
7122,634
7122,634
7122,634
2893,5707
7122,634
5707,2893
5707,2893
5707,2893
5707,2893
5707,2893
7122,634
5707,2893
5707,2893
10053,634
10053,634
10053,634
5707,2893
10053,7122
10053,7122
5707,2893
10053,7122
10053,7122
10053,7122
10053,7122
10053,7122
7122,634
7122,634
10053,7122
10053,7122
10053,7122
10053,7122
5707,2893
5707,2893
5707,2893
10053,7122
5707,2893
7122,634
10053,7122
10053,634
5707,2893
5707,4268
7122,634
5707,2893
7122,634
7122,634
10053,7122
10053,634
5707,2893
7122,634
7122,634
5707,2893
5707,2893
7122,634
10053,7122
7122,634
2893,5707
10053,7122
7122,634
2893,5707
7122,634
10053,634
10053,7122
7122,634
10053,7122
10053,634
7122,634
2893,5707
2893,5707
2893,5707
2893,5707
2893,5707
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
2893,5707
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
2893,5707
10052,7123
10052,7123
2893,5707
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
2893,5707
10052,7123
10052,7123
2893,5707
10052,7123
2893,5707
10052,7123
2893,5707
10052,7123
10052,7123
10052,7123
10052,7123
2893,5707
10052,7123
2893,5707
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,5707
10052,5707
7123,5707
10052,7123
10052,5707
7123,5707
10052,7123
10052,5707
10052,5707
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10624,5115
10052,7123
10624,5115
10052,7123
10624,5115
10052,7123
10624,5115
10052,7123
10624,5115
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
10052,7123
3445,5073
3445,10482
3445,3108
3445,983
983,3108
10624,5115
3108,10482
3108,5073
5073,10482
10624,5115
10624,5115
10624,5115
10624,5115
10624,5115
10052,7123
983,3634
983,3108
7230,5073
5073,4864
3445,10482
10052,7123
5175,4864
3108,7230
3108,3188
5073,7230
5073,4864
7230,3188
7230,4864
3188,4864
10738,5175
3445,5707
3445,10482
983,3188
10624,5115
5707,10482
3634,5073
5073,4864
10738,4864
3445,5707
3445,10482
10624,5115
3634,4864
5707,10482
3108,4864
3108,5073
5073,4864
3445,10482
10624,5115
3108,4864
3108,5073
5073,4864
10624,5115
3108,5073
3108,4864
10624,5115
3108,5073
10052,7123
10738,7230
983,7230
10624,5115
3634,3108
3108,5073
10738,7230
10738,5175
983,7230
983,4864
10624,5115
7230,4864
3108,4864
3108,5073
5073,4864
983,7230
10624,5115
3108,5073
7230,3188
3634,3188
10624,5115
10052,7123
5175,3634
3634,7230
5073,4864
983,4864
10624,5115
7230,3108
7230,5073
3634,3108
5175,3108
3108,4864
5073,4864
10052,7123
10624,5115
5175,3108
3634,4864
7230,4864
983,3108
10624,5115
5175,3108
5073,4864
10738,3108
983,3634
10624,5115
10052,7123
5175,3108
3634,4864
3108,5073
7230,4864
10738,7230
983,3634
983,3108
983,5073
10624,5115
10052,7123
3634,5073
3634,3108
5175,7230
3108,7230
3108,5073
5073,7230
10738,3634
10624,5115
10052,7123
5073,4864
7230,4864
10738,3634
10738,4864
983,3108
10624,5115
10052,7123
5175,3108
5073,4864
7230,4864
10738,3634
10738,4864
7230,4864
5175,3108
5073,4864
10052,7123
10738,3634
10738,4864
983,3108
10624,5115
5073,4864
7230,4864
10738,4864
10738,5073
983,3108
10624,5115
7230,4864
5073,4864
10738,5073
10738,4864
983,3108
10624,5115
10052,7123
5073,4864
7230,4864
10738,4864
10738,5073
983,3108
10052,7123
3634,4864
5175,3108
5073,4864
7230,4864
10738,4864
10738,5073
983,3108
10624,5115
10052,7123
5175,3108
3634,4864
3108,7230
5073,4864
7230,4864
10738,4864
10738,5073
983,3108
10624,5115
10052,7123
5175,3108
3108,7230
5073,4864
10738,4864
10738,5073
983,3108
10624,5115
7230,4864
5175,3108
5073,4864
10052,7123
10738,4864
10738,3188
10738,3634
10738,5073
983,3108
10624,5115
10052,7123
5175,3108
7230,4864
10738,5073
10738,3634
10738,3188
10738,4864
983,3108
7230,4864
5175,3108
5073,4864
10052,7123
10738,4864
10738,5073
10738,3634
10738,3188
10052,7123
3634,4864
3188,4864
10738,3188
10738,3634
10738,4864
983,3108
10052,7123
5175,3108
5073,4864
10738,4864
10738,3188
10052,7123
7230,4864
10738,3188
10738,4864
983,3108
5073,4864
10738,3634
10738,3188
983,3108
7230,4864
7230,5073
10738,3188
10738,3634
10738,983
10738,5073
10052,7123
3634,3188
5175,3108
7230,4864
10624,5115
3634,3188
3634,5073
10738,5175
10624,5115
10052,7123
3634,3188
5073,7230
5073,4864
7230,4864
10624,5115
10052,7123
3634,5073
3634,3188
5073,7230
983,5073
10624,5115
10052,7123
3634,5073
3634,3188
983,5175
10624,5115
7230,4864
3108,4864
10052,7123
983,4864
7230,5073
7230,4864
3634,4864
5073,4864
10052,7123
983,3634
983,4864
10624,5115
10052,7123
3634,4864
5073,7230
5073,4864
7230,4864
10738,3634
10738,4864
983,5073
10624,5115
7230,4864
3634,4864
3634,5073
5073,4864
10052,7123
10738,7230
10738,983
10738,5073
983,5073
7230,3108
5175,4864
5073,4864
10052,7123
10738,7230
10738,3634
10624,5115
7230,5175
7230,3108
3634,5073
5175,4864
5073,4864
10052,7123
10738,3634
10738,5073
983,3108
983,5073
10624,5115
10052,7123
5175,3108
3634,5073
3108,4864
5073,3188
7230,4864
4864,3188
983,3634
10624,5115
10052,7123
3634,5073
3634,3188
5073,3188
7230,4864
10738,3188
983,5073
10052,7123
3634,5175
3634,4864
5175,4864
7230,4864
7230,4864
3634,4864
5175,4864
7230,4864
5175,4864
10738,3634
983,3634
7230,4864
5073,3188
10738,3188
10624,5115
3634,4864
5175,4864
10738,983
983,3634
10624,5115
7230,5175
7230,3108
5175,3634
5175,3108
5175,3188
5073,4864
10738,3634
10624,5115
7230,5073
7230,5175
7230,4864
5073,4864
7230,5175
7230,4864
5175,3108
3108,4864
10052,7123
3188,4864
10738,3634
10738,3188
7230,5175
7230,3108
7230,4864
10052,7123
3188,4864
10738,3634
10624,5115
7230,5175
3188,4864
10738,983
10624,5115
10624,5115
10624,5115
10624,5115
10052,7123
10624,5115
10052,7123
7230,4864
10624,5115
10738,983
983,4864
10624,5115
3634,4864
10738,983
983,3634
10624,5115
10624,5115
3188,4864
10738,4864
983,3634
10624,5115
5175,5073
983,3634
983,4864
10624,5115
7230,3634
3634,3108
10624,5115
7230,3634
7230,4864
3634,3108
5073,4864
983,7230
983,3108
7230,3634
3634,3108
10738,3634
983,3108
7230,5175
7230,4864
5175,5073
10624,5115
10052,7123
5175,5115
3634,3108
5115,3188
3188,4864
983,3634
10624,5115
10052,7123
983,3634
10052,7123
5073,7230
10738,7230
10738,5175
10738,5073
983,3634
7230,5073
7230,3108
7230,4864
3634,3108
3108,4864
3108,5073
5073,3188
10052,7123
10738,5175
10624,5115
7230,5073
3634,3108
3108,3188
3108,5073
10052,7123
10738,5175
983,4864
983,3108
983,5073
10052,7123
3108,4864
5073,7230
5073,4864
983,3108
7230,3188
7230,5073
3634,3108
3634,5073
5073,4864
10052,7123
983,3108
10624,5115
7230,3188
7230,5073
3634,4864
3108,4864
5073,4864
10052,7123
10738,3188
983,3108
10624,5115
10052,7123
3108,4864
5073,4864
983,3634
983,3108
10052,7123
3634,3108
10738,3188
983,3108
10624,5115
10052,7123
5073,7230
5073,4864
10738,5175
983,3634
983,3108
10624,5115
3634,4864
3634,5073
3108,5073
3108,4864
5073,4864
10738,7230
10738,5175
10738,3108
10738,983
983,5073
7230,3108
3108,4864
10738,7230
10738,983
10738,4864
983,7230
3634,7230
3108,5115
5115,4864
10738,7230
10738,3634
10738,5175
10738,4864
983,3634
5175,7230
5175,4864
7230,4864
10738,7230
10738,5175
10738,4864
983,7230
983,3634
983,5175
7230,3634
7230,4864
3634,4864
10738,7230
10738,5175
10738,4864
983,7230
983,3634
3634,7230
3634,4864
7230,4864
10738,3634
10738,5175
983,7230
983,3634
983,5175
7230,3634
7230,4864
10738,3634
10738,5175
10738,983
983,7230
983,3634
983,4864
7230,3634
7230,4864
3634,5175
10738,7230
10738,5175
10738,983
635,3018
983,7230
983,3634
983,4864
7230,3634
7230,5175
5175,4864
10738,7230
10738,3634
983,7230
983,3634
5175,4864
3634,7230
7230,4864
10738,3634
635,3018
983,3634
10052,7123
5175,7230
7230,4864
10738,7230
10738,3634
983,7230
983,3634
3634,7230
7230,4864
3018,635
10738,3634
10738,4864
983,7230
983,3634
983,4864
3634,4864
10738,3634
10738,983
635,3018
983,3634
7230,5175
5175,3634
3634,4864
635,3018
3634,4864
635,3018
635,3018
983,7230
5175,3108
635,3018
5175,3108
3634,3108
3634,4864
635,3018
983,7230
983,5175
983,4864
3634,4864
5175,3108
983,7230
983,3634
3634,4864
3018,635
3018,635
10052,7123
10738,7230
10738,5175
983,3634
10052,7123
10738,7230
10738,3108
635,3018
983,7230
983,4864
7230,4864
10738,7230
983,7230
983,4864
5175,4864
3634,4864
3018,635
10738,7230
635,3018
8365,3546
10052,7123
3634,4864
7123,4864
10738,3634
10738,3108
10738,4864
635,3018
983,3634
983,4864
8365,3546
3634,4864
3108,4864
10738,3108
10738,4864
983,3634
8365,3546
3634,4864
3018,635
635,3018
983,4864
8365,3546
8365,3546
3018,635
10738,7230
10738,983
635,3018
983,3108
8365,3546
7230,3634
7230,5175
7230,4864
3634,4864
10738,983
10738,3018
8365,3546
3634,7230
983,3634
983,4864
8365,3546
3018,635
10738,3634
10738,983
10738,3108
8365,3546
7230,4864
10738,7230
10738,3634
10738,3108
635,3018
983,5175
8365,3546
7230,4864
8365,3546
10738,983
635,3018
983,3634
8365,3546
7230,4864
5175,5073
10738,7230
10738,4864
983,3108
983,4864
8365,3546
10738,3108
8365,3546
8365,3546
3018,635
8365,3546
5175,5073
983,3634
8365,3546
10738,3634
8365,3546
10738,983
983,3634
8365,3546
8365,3546
10738,3634
10738,3108
8365,3546
3634,3108
8365,3546
10738,3634
8365,3546
635,3018
8365,3546
3634,7230
10738,7230
10738,3634
10738,983
10738,4864
8365,3546
983,7230
8365,3546
7230,5073
3634,4864
10738,7230
10738,3634
635,3634
8365,3546
5073,7230
10738,3634
635,3018
8365,3546
5073,7230
7230,4864
10738,3634
635,3018
635,3018
983,7230
8365,3546
3634,7230
3634,4864
7230,4864
10738,983
10738,4864
983,4864
8365,3546
3634,4864
3018,635
7230,4864
10738,983
7230,4864
3018,635
10738,3634
635,3018
983,3634
8365,3546
3634,7230
3634,4864
10738,3634
10738,983
10738,4864
983,7230
983,3634
983,4864
7230,4864
3634,4864
10738,3634
7230,4864
3018,635
10738,3634
10738,983
983,3634
3018,635
10738,7230
10738,3634
10738,983
635,3018
983,7230
7230,3634
7230,4864
10738,4864
983,3634
10738,7230
10738,4864
983,3634
5175,3108
7230,4864
8365,3546
10738,3634
983,3634
983,4864
10738,3634
10738,4864
983,7230
983,4864
8365,3546
3634,4864
7230,4864
10738,7230
10738,3634
10738,4864
983,3634
8365,3546
3634,7230
10738,7230
10738,3634
10738,4864
8365,3546
7230,3634
3634,4864
10738,3634
10738,4864
8365,3546
3634,7230
3634,4864
7230,4864
10738,3634
10738,983
983,7230
983,3634
983,4864
8365,3546
7230,4864
10738,3634
8365,3546
3634,7230
3634,4864
10738,3634
10738,4864
8365,7230
8365,4864
10738,3634
10738,4864
8365,7230
8365,3634
8365,4864
7230,3634
7230,4864
3634,4864
10738,983
8365,3546
3634,7230
3634,3108
10738,5175
8365,3546
5175,4864
3108,7230
7230,4864
10738,4864
8365,3546
7230,4864
7230,3634
7230,5073
3634,4864
3108,4864
10738,3634
983,7230
983,4864
8365,3546
3634,7230
3108,4864
983,3634
3108,7230
8365,3546
5175,4864
3448,10485
983,4864
8365,3546
3108,4864
7230,4864
8365,3546
5073,7230
983,4864
7230,5073
7230,3634
7230,4864
3546,3538
3634,4864
5073,4864
3448,3538
3448,10485
983,7230
983,4864
8365,3546
3448,3538
8365,3546
3448,3538
3448,10485
635,8365
983,3634
7230,4864
10738,3634
10738,4864
3448,3538
3634,4864
10738,3634
10738,4864
3448,3538
3448,3538
983,7230
983,3634
8365,3546
