Source,Target
6475,5622
7494,5889
10446,781
963,8350
963,1883
8652,2168
8652,1899
10890,9541
9465,10332
6475,5622
781,494
7494,7634
7494,5889
963,8350
7634,5889
3496,9019
8652,1899
10890,9541
4424,8086
494,781
6475,5622
7494,7634
7494,5889
494,781
5626,7250
5626,5622
963,8350
4057,5960
7634,5889
3496,9019
8652,2168
4424,8086
7494,5889
5626,7250
5626,5622
963,8350
4057,5960
3496,9019
8652,1899
9465,6475
9465,10332
4424,8086
6475,5622
781,494
494,781
5626,6475
5626,7250
5626,5622
963,8350
963,1883
4057,5960
3496,9019
10890,9541
4424,8086
6475,5622
10446,781
10446,494
494,781
6870,3129
5626,6475
5626,7250
1524,8086
963,8350
963,1883
4057,5960
8652,2168
8652,1899
10890,9541
6475,5622
10446,781
10446,494
5960,4057
6870,3129
5626,7250
963,8350
3496,9019
4006,4424
10890,9541
9465,6475
4424,8086
10332,6475
6475,5622
781,494
10446,781
10446,494
494,781
6870,3129
5626,7250
963,8350
963,1883
4057,8086
4057,5960
3496,9019
8652,2168
10890,9541
9465,10332
5960,4057
6870,3129
5626,7250
963,8350
963,1883
4057,8086
3496,9019
8652,2168
10890,9541
4424,8086
781,494
10446,781
5626,7250
4057,4424
4057,5960
3496,9019
8652,2168
10890,9541
9465,6475
4424,8086
5960,8086
10446,781
10446,494
494,781
5626,7250
963,8350
963,1883
4057,4424
4057,5960
3496,9465
3496,9019
8652,2168
10890,9541
9465,6475
9465,10332
4424,8086
10332,6475
6475,5622
10446,9465
10446,781
10446,494
494,781
963,1883
4057,5960
8652,2168
10890,9541
4424,8086
1883,8350
10332,6475
10332,5622
6475,9019
6475,5622
10446,1883
10446,781
10446,494
494,781
963,8350
963,1883
3496,9019
8652,2168
10890,9541
9465,6475
9465,10332
4424,8086
6475,9019
6475,5622
9019,5622
963,8350
963,1883
3496,9019
8652,2168
10890,9541
9465,6475
10332,6475
6475,5622
781,494
5960,4057
6870,3129
963,8350
3496,9019
8652,2168
10890,9541
9465,6475
6475,5622
781,494
10446,781
5960,4057
5626,7250
3496,9019
8652,2168
10890,9541
9465,6475
4424,8086
494,781
10332,6475
6475,5622
494,781
5626,7250
963,8350
963,1883
4057,5960
8652,2168
10890,9541
9465,10332
10446,781
494,781
6870,3129
963,8350
963,1883
4057,5960
3496,9019
8652,2168
10890,9541
4424,8086
6475,5622
494,781
6870,3129
963,8350
963,1883
4057,5960
3496,9019
8652,2168
10890,9541
10332,6475
10332,5622
6475,5622
3154,3687
494,781
963,1883
8652,2168
10890,9541
9465,10332
10332,5622
6475,5622
3154,3687
10446,781
10446,494
5960,4057
5626,7250
963,1883
8652,2168
8652,1899
10890,9541
9465,10332
6475,5622
3154,3687
10446,781
6870,3129
5626,7250
963,1883
4057,5960
8652,2168
10890,9541
6475,5622
6870,3129
963,1883
4057,5960
8652,2168
10890,9541
6475,5622
5622,7250
3154,3687
494,781
963,1883
4057,5960
8652,2168
10890,9541
9465,10332
10332,6475
6475,7250
6475,5622
5622,7250
3154,3687
10446,10332
10446,7250
10446,781
10446,494
6870,3129
963,1883
4057,1883
4057,5960
8652,2168
10890,9541
9465,6475
9465,10332
1883,8350
1883,5960
10332,6475
6475,5622
6475,7250
7250,781
3154,3687
10446,781
5960,8350
5960,1883
5960,4057
8652,2168
8652,1899
10890,9541
9465,10332
10332,6475
6475,5622
10446,781
6870,3129
5626,7250
4057,5960
8652,2168
8652,1899
10890,9541
9465,10332
2168,1899
6475,5622
5622,7250
781,494
10446,494
4057,5960
8652,2168
10890,9541
9465,6475
9465,10332
6475,5622
494,781
4057,5960
8652,2168
10890,9541
9465,6475
9465,10332
1883,8350
10332,6475
6475,5622
10446,781
10446,494
8652,2168
10890,9541
9465,6475
9465,10332
1883,8350
10332,6475
6475,5622
781,494
3154,3687
10446,781
10446,494
5960,4057
963,1883
4057,6475
8652,2168
10890,9541
9465,6475
6475,5622
781,494
3154,3687
6870,3129
4057,5960
8652,2168
8652,1899
10890,9541
9465,6475
9465,5622
10332,6475
3154,3687
494,781
5626,7250
4057,5960
8652,2168
8652,1899
10890,9541
1883,8350
10332,6475
10332,5622
6475,5622
3687,781
5622,5960
3154,494
10446,781
5960,10332
5960,4057
5960,5622
5626,7250
8652,2168
9465,6475
9465,10332
1883,8350
10332,6475
10332,5622
6475,5622
781,494
3154,3687
5626,7250
4057,5960
8652,2168
10890,9541
9465,6475
6475,5622
781,494
3154,3687
5960,4057
6870,7250
6870,4424
8652,2168
10890,9541
9465,5622
4424,8086
6475,5622
8086,7250
781,494
3154,3687
10446,781
5960,4057
5626,7250
8652,2168
8652,1899
10890,9541
9465,6475
4424,8086
6475,5622
3687,494
3154,3687
494,781
5626,7250
4057,6475
4057,5960
8652,2168
8652,1899
4006,3687
10890,9541
9465,10332
6475,5622
3154,3687
5626,963
963,7250
963,1883
4057,5622
4057,5960
8652,2168
1883,8350
10332,6475
6475,5622
3154,3687
10446,781
4057,5960
8652,2168
10890,9541
9465,6475
1883,3687
6475,5622
5622,5960
3154,3687
9310,1883
10446,781
10446,494
494,781
6870,3129
963,9020
4057,5960
8652,2168
9465,10332
6475,5622
3154,3687
10446,494
5626,7250
963,1883
4057,5960
3497,7620
8652,2168
8652,1899
9465,6475
9465,10332
5960,9020
9020,3687
781,494
3497,7620
8652,2168
8652,1899
9465,10332
4424,8086
494,781
6475,5622
5626,7250
4057,3687
4057,5960
3497,7620
8652,2168
8652,1899
10890,9541
9465,10332
4424,8086
6475,5622
8086,7250
5622,5960
3154,8086
4057,5960
8652,2168
10890,9541
9465,6475
494,781
6475,5622
5622,5960
4057,5960
3497,7620
8652,2168
8652,1899
10890,9541
9465,6475
6475,5622
9020,3687
3154,3687
10446,781
963,8350
963,1883
4057,5960
3497,7620
8652,2168
1899,2168
10890,9541
9465,6475
1883,8350
6475,5622
9020,3687
3154,3687
4057,5960
10890,9541
9465,6475
5960,5622
6475,5622
9020,3687
781,494
3154,3687
963,8350
4057,5960
3497,7620
8652,2168
8652,1899
10890,9541
9465,6475
5960,5622
6475,5622
8086,9541
9020,3687
3154,3687
963,8350
963,1883
8652,2168
8652,1899
10890,9541
4424,9541
6475,5622
3154,3687
9310,6870
6870,3129
963,1883
4057,5960
8652,2168
8652,1899
10890,9541
1883,8350
6475,5622
3154,3687
10446,781
10446,494
6870,3129
963,8350
963,1883
4057,5960
8652,2168
10890,9541
6475,5622
3154,3687
10446,494
963,1883
8652,2168
10890,9541
9465,6475
1883,8350
6475,5622
5622,5960
3154,3687
5626,7250
963,8350
963,1883
4057,5960
3497,7620
3497,781
8652,2168
10890,9541
1883,8350
5960,5622
6475,5622
781,494
10446,781
5626,7250
963,8350
963,1883
4057,5960
3497,7620
8652,2168
8652,1899
10890,9541
9465,10332
1883,8350
6475,5622
5622,5960
10446,781
10446,494
4057,5960
3497,7620
8652,2168
8652,1899
1899,2168
10890,9541
1883,8350
6475,5622
5622,5960
3154,3687
10446,781
10446,494
4057,5960
3497,7620
8652,2168
8652,1899
10890,9541
9465,10332
1883,8350
494,781
6475,5622
5622,5960
3154,3687
10446,494
963,1883
3497,7620
8652,2168
9465,6475
9465,10332
1883,8350
5960,5622
6475,5622
3154,3687
6870,3129
963,8350
4057,5960
4262,1223
3497,7620
8652,2168
8652,1899
10890,9541
9465,6475
9465,10332
4424,8086
1883,8350
6475,5622
3154,4057
3154,3687
963,1883
4057,5960
3497,7620
3497,3591
8652,2168
10890,9541
9465,10332
4424,8086
6475,5622
3154,3687
5626,7250
963,1883
4057,5960
4262,1223
3497,7620
8652,2168
8652,1899
10890,9541
9465,6475
3154,3687
5626,7250
963,1883
4057,3687
4057,5960
4262,1223
3497,7620
8652,1899
10890,9541
9465,6475
9465,10332
5960,5622
6475,5622
3154,3687
612,6450
963,1883
4057,9020
4057,3687
4057,5960
4262,1223
3497,7620
8652,2168
8652,1899
10890,9541
9465,10332
5960,9020
6475,5622
3687,5622
3154,3687
5626,7250
612,6450
963,4262
963,1883
963,1223
4057,5960
4262,1883
3497,7620
8652,2168
8652,1899
10890,9541
4424,8086
6475,5622
3687,5622
3154,3687
5626,7250
4057,5960
4262,8350
4262,1223
3497,7620
8652,2168
8652,1899
10890,9541
612,6450
6475,5622
3154,3687
4057,5960
4262,1223
8652,1899
9465,6475
9465,10332
612,6450
6475,5622
3687,5622
3154,3687
4057,5960
4262,1883
4262,1223
8652,1899
10890,9541
9465,10332
10332,6475
6475,5622
3687,5622
3154,3687
4057,5960
4262,1223
3497,7620
10890,9541
612,6450
6475,5622
9020,9541
3687,5622
3154,3687
10449,1526
963,1883
4262,6450
4262,1223
8652,1899
4424,7250
6475,5622
3687,5622
3154,3687
4057,5960
4262,1223
3497,7620
8652,2168
8652,1899
612,6450
6475,5622
3687,5622
3154,3687
5626,7250
4262,1223
8652,2168
8652,1899
612,6450
612,3591
6475,5622
3687,5622
3154,3687
5626,7250
4057,5960
4262,1223
8652,2168
8652,1899
9465,10332
612,6450
6475,5622
9020,9541
3687,5622
6450,3591
3154,3687
10449,1526
6870,3129
4057,5960
4262,1223
3497,7620
8652,1899
10890,9020
10890,9541
612,6450
6475,5622
3687,5622
6450,3591
5093,778
3154,3687
1526,1223
963,1883
4057,5960
4262,1223
8652,2168
8652,1899
10890,9541
612,6450
6475,5622
3687,5622
5093,778
3154,3687
10449,1526
6870,3129
612,6450
963,1883
4057,5960
4262,1223
4262,1526
3497,7620
8652,2168
1223,1526
6475,5622
3687,5622
5093,778
3154,3687
10449,1526
6870,3129
4057,5960
4262,1223
3497,7620
8652,2168
10890,9541
9465,10332
612,6450
7620,3591
6475,5622
3687,5622
5093,778
3154,9020
3154,3687
9310,6450
10449,1526
6870,3129
4262,1223
4262,778
10890,9541
9465,6475
9465,10332
6475,5622
6475,3687
3687,5622
5093,778
3154,3687
10449,1526
4057,5960
4262,1223
3497,7620
10890,9541
612,7929
6475,3687
3687,5622
5093,778
3154,3687
10449,1526
5626,7250
612,6450
4057,5960
3497,7620
10890,9020
10890,9541
6475,5622
9020,9541
3687,5622
5093,778
3154,3687
10449,1526
612,6450
4262,1223
3497,7620
10890,9020
10890,9541
9465,6475
9465,5622
6475,5622
3687,5622
5093,4262
5093,778
3154,3687
10449,1526
3497,7620
8652,2168
10890,9541
612,6450
6475,5622
3687,5622
5093,4262
5093,778
3154,3687
3154,9541
4262,1223
8652,2168
8652,1899
10890,9020
10890,9541
9465,10332
612,6450
6475,5622
9020,9541
5093,778
3154,3687
612,6450
4057,5960
4262,1223
4262,1526
8652,2168
1223,1526
9465,6475
9465,10332
6475,5622
5093,778
5093,612
3154,3687
10449,1526
1526,4262
1526,1223
4057,5960
4262,1223
8652,2168
8652,1899
9465,6475
612,6450
5093,778
3154,3687
3154,9541
10449,1526
4262,1223
8652,2168
9465,6475
612,6450
5093,778
3154,9020
3154,3687
10449,1526
4262,1223
3497,7620
8652,2168
8652,1899
10890,3687
10890,9541
612,6450
6450,778
3154,9020
3154,3687
10449,1526
5626,7250
4057,5960
4262,1223
3497,7620
8652,2168
8652,1899
10890,9541
9465,6475
612,6450
1899,2168
6450,778
5093,778
3154,9020
3154,3687
10449,1526
612,6450
4057,5960
4262,1223
8652,2168
8652,1899
1899,2168
9465,6475
4424,8086
5093,778
3154,3687
10449,1526
1526,7929
4057,5960
4262,1223
3497,7620
8652,2168
8652,1899
1899,2168
9465,6475
612,6450
10332,6475
10332,5622
6475,5622
5093,778
3154,3687
10449,1526
6870,3129
4057,5960
4262,1223
3497,7620
8652,2168
8652,1899
10890,9541
4424,8086
612,6450
6475,5622
5093,778
3154,3687
3154,9541
4057,5960
4262,1223
8652,2168
8652,1899
10890,9541
612,6450
10332,5622
9020,3591
3154,3687
10449,1526
4057,5960
4262,1223
3497,7620
8652,2168
8652,1899
1899,2168
10890,9541
612,6450
3154,3687
10449,1526
612,6450
4057,5960
4262,1223
8652,1899
10890,9541
9465,6475
6475,5622
3154,3687
4057,5960
4262,1223
3497,7620
8652,2168
8652,1899
10890,9541
9465,6475
612,6450
1899,2168
3154,3687
4057,6475
4057,5960
3497,7620
8652,2168
8652,1899
612,6450
6475,5960
3154,3687
10449,1526
5626,7250
612,6450
4262,1223
3497,7620
8652,2168
8652,1899
10890,9541
9020,3591
3154,3687
5626,7250
612,6450
4057,5960
4262,1223
3497,7620
8652,2168
8652,1899
10890,9541
9465,5622
1899,2168
10332,6475
9541,3591
3154,3687
5626,7250
612,6450
4262,1223
3497,7620
8652,1899
4424,8086
5093,10449
5093,778
5093,1526
612,6450
4262,1223
3497,7620
8652,2168
8652,1899
4424,8086
1899,2168
1526,778
9541,3591
5093,778
3154,3687
5626,7250
612,6450
4262,1223
3497,7620
8652,1899
1899,2168
10890,9541
6475,5622
5093,778
10449,1526
612,6450
4057,5960
4262,1223
3497,7620
1899,2168
10890,9541
9465,10332
4424,8086
10332,6475
6475,5622
3154,3687
612,6450
4262,1223
3497,7620
10890,9541
1899,2168
6475,5622
10449,1526
5626,7250
612,6450
4057,5960
4262,1223
1899,2168
10890,9541
9465,5622
10332,6475
6475,5622
5093,778
5626,7250
4057,5960
4262,1223
3497,7620
1899,2168
10890,9541
9465,10332
7620,3687
6475,5622
5093,778
612,6450
4057,5960
4262,1223
3497,7620
10890,9541
9465,10332
10332,5622
2168,1899
6475,778
9020,3591
5093,778
5093,5622
7497,7635
612,6450
4057,5622
4057,5960
4262,1223
3497,7620
1899,2168
9465,6475
10332,6475
10332,5622
9020,3591
7497,7635
612,6450
4057,5960
4262,1223
1899,2168
10332,6475
10332,5622
6475,5622
9020,3591
5093,778
7497,7635
612,6450
4057,5960
4262,1223
8652,1899
1899,2168
10890,9541
9465,6475
10332,5622
6475,778
5093,778
7497,7635
3154,5960
4057,5960
4262,1223
8652,1899
10890,9541
9465,6475
612,6450
612,6450
4262,1223
8652,1899
10890,9541
10332,6475
5093,778
7497,7635
3154,3687
10449,1526
612,6450
4057,5960
4262,1223
8652,1899
7620,3687
778,5960
5093,778
7497,7635
3154,3687
4057,5960
4262,1223
3497,7620
8652,1899
1899,2168
10890,9541
9465,6475
612,6450
5093,778
3154,3687
10449,8086
612,6450
4057,6475
4057,5960
3497,7620
8652,1899
1899,2168
10890,9541
9465,5960
10332,6475
10332,5622
6475,5622
5093,778
7497,7635
3154,778
612,6450
4057,5960
7635,6761
3497,7620
10890,9541
9465,5622
4424,8086
6475,5622
7497,7635
3154,3687
612,6450
4057,5960
7635,1899
7635,8652
4262,1223
8652,1899
10890,9541
9465,10332
4424,8086
2168,6761
6475,5622
9541,3591
5093,778
7635,8086
4262,1223
3497,7620
8652,1899
10890,9541
9465,6475
4424,8086
612,6450
6475,5622
612,6450
8652,2168
8652,1899
10890,9541
4424,8086
1899,2168
10332,6475
6475,5622
9541,3591
5093,778
3154,3687
4262,1223
8652,1899
10890,9541
4424,8086
612,6450
6475,5622
5093,778
10449,1526
4262,1223
4262,1899
10890,9541
4424,8086
612,6450
5960,778
10332,5622
6475,5622
9541,3591
5093,778
7497,7635
1526,6761
4057,5960
7635,6761
3497,7620
10890,9541
9465,778
9465,5622
4424,8086
10332,5622
6475,778
6475,5622
778,5960
7497,7635
3154,3687
4057,5960
4262,1223
8652,1899
10890,9541
9465,6475
10332,6475
10332,5622
6475,5622
9541,3591
7497,7635
3154,10332
10449,1526
4057,5960
4262,1223
3497,7620
8652,2168
8652,1899
10890,9541
9465,5622
10332,3687
2168,1899
6475,5622
9541,3591
5093,778
4057,5960
3497,7620
1899,2168
10890,9541
9465,6475
9541,3591
5093,778
4262,1223
10890,9541
6475,5622
10890,9541
3154,3687
7635,6761
10890,9541
4424,8086
6475,5622
7497,7635
4057,5960
3497,7620
10890,9541
4424,8086
6475,5622
3154,3687
4057,5960
7929,8086
4424,8086
612,6450
7497,7635
3154,3687
1526,9020
4057,5960
4262,1223
7929,4424
7929,6735
7929,8086
10890,9541
4424,8086
4424,6735
612,6450
3154,3687
612,6450
4057,5960
4262,1223
3497,7620
3497,1526
7929,8086
10890,9541
612,6450
4057,6475
4057,10332
3497,7620
10890,9541
6735,779
7497,7635
4262,1223
1223,612
10890,9541
6735,779
612,6450
6475,5622
3154,3687
4057,5960
4262,6761
10890,9541
9465,6475
6735,779
10332,6475
6475,5622
3154,3687
612,6450
10890,9541
6735,779
10332,6475
10332,5622
6475,5622
7635,5622
4262,1223
9465,10332
6735,779
10332,5622
612,6450
9020,9541
612,6450
4057,5960
4262,1223
3497,7620
1223,7620
10890,9541
9465,10332
6475,5622
4057,5960
4262,1223
3497,7620
10890,9541
6735,779
612,6450
6475,5622
3154,3687
4057,5960
4262,9465
4262,1223
10890,9541
6735,779
3154,3687
4057,5960
10890,9541
10332,5622
7497,7635
10449,1526
612,6450
3497,7620
10890,9541
9465,6475
10332,6475
10332,5622
3154,3687
10449,4262
1526,4262
3497,7620
10890,9541
6735,779
10332,5622
612,6450
6475,5622
3154,3687
3154,9541
612,6450
4057,5960
4262,3591
3497,7620
10890,9541
9465,6475
6735,779
10332,5622
7497,7635
3154,3687
612,6450
3497,7620
10890,9541
9465,779
9465,5622
6735,779
10332,5622
4057,5960
4262,6735
4262,1223
3497,7620
10890,9541
6735,779
10332,5622
612,6450
3154,3687
612,6450
4057,5960
4262,1223
3497,7620
10890,9541
10332,5622
6475,5622
3154,3687
10449,1526
3497,7620
10890,9541
9465,5622
6735,779
612,6450
6475,5622
6475,9541
10449,1526
612,6450
3497,7620
10890,9541
9465,5622
6735,779
3154,3687
612,6450
4057,5960
10890,9541
9465,10332
9465,5622
6735,779
7497,7635
3154,3687
1526,1223
4057,5960
10890,9020
10890,9541
612,6450
6475,5622
9020,5622
1526,4262
4057,9541
10890,9541
9465,5622
612,6450
6475,5622
3154,3687
612,6450
4262,1223
4262,1526
3497,7620
10890,9541
9465,5622
2530,7251
6735,779
7497,7635
612,6450
4057,5960
7635,9020
3497,7620
1223,1526
10890,5960
10890,9541
9465,5622
9465,5960
5960,9541
10332,6475
7497,7635
7497,9020
1526,1223
4057,5960
7635,9020
4262,1223
3497,7620
10890,6475
10890,9541
10890,5960
9465,5960
6735,779
5960,9541
612,6450
7497,7635
1526,1223
4057,5622
4057,9541
7635,9020
4262,1223
612,6450
612,6450
4262,1223
4262,1526
3497,7620
1223,1526
10890,5960
10890,9541
6735,779
5960,9541
10332,6475
3154,3687
4057,10890
4262,1223
4262,1526
3497,7620
1223,1526
10890,5960
9465,6475
5960,9541
10332,6475
10332,5622
6475,5622
3154,3497
3154,3687
4057,10890
4057,5960
4262,1223
2530,7251
612,7251
6475,5622
6450,7251
4057,5960
4262,1223
3497,7620
10890,9541
5960,9541
6475,5622
4057,9541
4057,10890
4057,5960
10890,5960
5960,9541
612,6450
6475,5622
9541,3591
4262,1223
10890,9541
9465,6475
9465,5622
612,6450
6475,5622
3154,3687
1526,1223
4262,1223
10890,9541
9465,6475
9465,5622
2530,7251
612,6450
6475,5622
3154,3497
3154,3687
4057,6450
4057,612
4262,1223
3497,7620
9465,5622
2530,7251
612,6450
3154,3687
4262,1223
3497,7620
10890,9541
9465,5622
2530,7251
5960,6450
612,6450
4057,6450
4057,612
4262,1223
3497,7620
10890,9541
9465,6475
9465,5622
6735,779
5960,6450
6475,5622
4057,612
4057,3591
4057,5960
4262,1223
3497,7620
10890,9541
9465,6475
9465,5622
2530,7251
5960,612
6475,5622
4057,5960
4262,1223
10890,6735
9465,5622
2530,7251
5960,6450
6475,5622
4057,5960
10890,779
9465,5622
6735,779
5960,6450
5960,3591
612,6450
9541,779
3154,3687
4262,1223
10890,779
10890,9541
2530,7251
6735,779
5960,6450
5960,612
612,6450
3154,3687
3497,7620
10890,9541
9465,5622
2530,7251
5960,6450
5960,612
3154,3497
612,6450
612,5960
4057,5960
4262,1223
3497,7620
10890,9541
9465,5622
2530,7251
6735,779
5960,6450
5960,3591
6450,3591
612,6450
612,5960
612,4057
612,3591
4057,6450
4057,3591
4057,5960
4262,1223
3497,7620
10890,9541
9465,5622
6735,1526
5960,6450
5960,3591
6450,3591
1526,4262
4057,6450
4057,5960
4262,1223
3497,7620
10890,9541
9465,2992
9465,5622
6735,779
5960,6450
5960,612
2992,5622
612,6450
6475,5622
3154,3687
612,6450
4057,6450
10890,9541
9465,2992
9465,5622
2530,7251
6735,779
5960,6450
2992,6475
