source,target,weight
154,239,1
155,214,1
155,246,6
155,161,5
155,248,3
156,198,1
156,230,5
156,233,7
157,232,5
157,237,2
157,230,7
158,169,1
158,167,6
158,184,7
158,211,7
160,176,6
162,189,3
163,229,6
163,179,5
164,198,4
164,222,1
164,230,6
165,213,3
167,174,6
167,206,2
167,204,1
167,200,2
167,243,2
167,211,2
167,232,5
168,171,6
168,212,2
170,230,4
170,232,3
171,181,6
171,249,1
171,212,1
171,187,3
171,176,6
172,177,1
172,185,1
173,186,1
173,230,5
174,200,7
175,200,2
177,182,1
178,230,5
178,232,1
180,224,7
180,190,1
183,225,4
184,195,3
186,230,3
186,208,1
190,199,4
191,193,5
191,230,7
191,232,6
193,230,2
193,232,4
196,221,2
198,230,1
199,219,2
200,206,4
201,243,1
204,206,5
207,215,7
209,210,2
213,249,5
214,242,7
222,230,1
223,238,3
225,231,6
227,230,7
229,230,4
230,233,2
230,232,5
230,247,6
230,237,7
232,237,1
232,243,3
234,238,2
235,243,2
235,248,5
