source,target,weight
89,168,2
90,135,2
90,136,5
90,137,5
91,180,4
92,102,4
92,230,2
92,233,7
93,198,5
93,130,7
93,138,7
93,230,7
95,145,4
95,148,4
96,132,3
96,167,6
97,230,1
97,139,3
97,185,2
98,141,4
99,196,7
100,173,6
101,182,6
102,227,5
102,230,3
104,173,1
105,226,1
105,118,3
106,120,4
107,168,3
107,171,2
108,171,6
109,137,5
110,132,1
110,167,5
110,175,5
111,196,4
111,221,5
111,244,4
112,183,1
112,204,7
113,170,2
113,230,5
114,151,1
114,216,6
117,184,3
118,232,4
119,140,1
119,230,3
119,232,6
119,233,3
119,127,5
120,201,2
121,131,2
121,151,4
121,152,5
121,216,2
122,186,2
124,146,6
126,234,5
127,200,6
127,163,7
128,133,6
129,171,1
129,176,2
130,193,5
130,232,3
130,229,3
130,178,1
130,230,4
131,161,7
131,223,5
134,157,2
134,222,1
134,144,7
134,156,2
134,230,7
135,209,5
135,221,2
135,196,6
135,210,5
136,241,4
138,193,6
138,247,6
138,222,5
139,177,1
139,153,1
139,228,3
140,227,6
140,230,3
141,246,1
141,223,5
141,151,1
142,184,1
142,162,6
143,192,6
143,221,4
143,159,4
144,178,1
144,164,5
144,232,1
145,243,2
146,166,1
146,149,1
146,172,2
146,199,3
147,228,1
148,235,4
148,243,1
149,172,4
149,199,3
150,248,7
151,220,6
151,234,3
151,246,7
152,155,7
152,226,2
153,215,3
153,179,2
154,184,4
154,239,1
155,214,4
155,246,4
155,161,5
155,248,1
156,198,6
156,230,6
156,233,3
157,232,6
157,237,3
157,230,1
158,169,5
158,167,6
158,184,2
158,211,5
160,176,5
162,189,2
163,229,1
163,179,5
164,198,1
164,222,1
164,230,4
165,213,7
167,174,4
167,206,1
167,204,2
167,200,7
167,243,7
167,211,7
167,232,1
168,171,1
168,212,6
170,230,3
170,232,1
171,181,4
171,249,3
171,212,2
171,187,6
171,176,5
172,177,7
172,185,3
173,186,6
173,230,4
174,200,7
175,200,2
177,182,5
178,230,2
178,232,4
180,224,4
180,190,7
183,225,3
184,195,1
186,230,1
186,208,5
190,199,2
191,193,6
191,230,5
191,232,1
193,230,7
193,232,5
196,221,2
198,230,4
199,219,4
200,206,5
201,243,3
204,206,3
207,215,4
209,210,4
213,249,1
214,242,2
222,230,6
223,238,6
225,231,6
227,230,7
229,230,6
230,233,6
230,232,6
230,247,4
230,237,7
232,237,1
232,243,2
234,238,3
235,243,3
235,248,5
